,neg,neu,pos,compound,Open,High,Low,Close,Volume,label
407,0.116,0.841,0.043,-0.9828,8848.150391,8927.129883,8811.269531,8915.94043,218910000,0
408,0.096,0.826,0.078,-0.8414,8912.389648,8949.799805,8860.320313,8881.259766,199010000,1
409,0.179,0.789,0.032,-0.9954,8882.30957,9096.719727,8866.44043,9069.290039,274760000,1
410,0.128,0.825,0.046,-0.9866,9066.110352,9100.879883,9007.389648,9093.240234,214310000,1
413,0.179,0.725,0.095,-0.9911,9093.089844,9123.400391,9034.519531,9108.509766,176830000,0
414,0.266,0.634,0.1,-0.9989,9106.919922,9124.910156,9007.469727,9096.719727,198270000,0
415,0.164,0.763,0.073,-0.9965,9092.339844,9094.830078,9014.19043,9070.719727,190510000,1
416,0.175,0.765,0.059,-0.9963,9072.839844,9246.429688,9072.610352,9154.459961,232410000,1
417,0.145,0.793,0.062,-0.9926,9154.610352,9218.769531,9133.450195,9171.610352,265570000,1
420,0.077,0.87,0.052,-0.8904,9173.650391,9298.429688,9173.650391,9286.55957,221690000,1
421,0.142,0.82,0.037,-0.9931,9285.049805,9321.099609,9250.740234,9320.19043,195990000,0
422,0.15,0.809,0.041,-0.9903,9315.360352,9318.080078,9206.450195,9280.969727,236610000,0
423,0.111,0.824,0.065,-0.9727,9277.19043,9325.110352,9208.799805,9256.259766,244450000,1
424,0.204,0.725,0.071,-0.995,9258.450195,9437.709961,9258.450195,9370.070313,216600000,0
427,0.162,0.796,0.042,-0.9963,9368.410156,9371.959961,9290.339844,9337.950195,161370000,0
428,0.184,0.76,0.055,-0.9957,9334.330078,9334.330078,9216.879883,9241.450195,171380000,1
429,0.09,0.825,0.085,-0.7783,9236.05957,9424.110352,9221.019531,9361.610352,197420000,1
430,0.131,0.831,0.039,-0.9936,9362.290039,9406.5,9305.30957,9398.19043,145620000,0
431,0.155,0.779,0.065,-0.9882,9398.040039,9401.969727,9232.830078,9321.400391,172780000,0
434,0.175,0.775,0.05,-0.9966,9313.849609,9313.849609,9116.519531,9135.339844,207100000,1
435,0.116,0.794,0.09,-0.9471,9134.360352,9233.509766,9134.360352,9217.94043,158530000,1
436,0.165,0.76,0.075,-0.9962,9208.679688,9313.089844,9131.94043,9279.160156,176910000,1
437,0.096,0.845,0.059,-0.9531,9278.549805,9363.950195,9267.969727,9350.049805,151740000,1
438,0.196,0.733,0.071,-0.9976,9347.860352,9519.110352,9347.25,9505.959961,293530000,1
441,0.121,0.829,0.05,-0.9894,9506.179688,9587.730469,9486.230469,9509.280273,190590000,1
442,0.131,0.793,0.076,-0.9711,9509.209961,9620,9508.980469,9539.290039,173890000,1
443,0.195,0.729,0.076,-0.9927,9538.610352,9582.969727,9485.780273,9543.519531,154660000,1
444,0.153,0.796,0.051,-0.9931,9541.629883,9609.719727,9459.400391,9580.629883,163980000,0
445,0.14,0.767,0.093,-0.9739,9582.740234,9630.200195,9495.980469,9544.200195,205770000,0
448,0.153,0.801,0.046,-0.994,9542.910156,9543.05957,9436.129883,9496.280273,201600000,0
449,0.122,0.829,0.049,-0.9887,9492.320313,9557.950195,9292.080078,9310.599609,267680000,0
450,0.158,0.742,0.1,-0.9803,9306.209961,9330.929688,9262.299805,9280.669922,175200000,1
451,0.131,0.799,0.07,-0.98,9282.030273,9350.269531,9252.929688,9344.610352,168750000,1
452,0.144,0.805,0.051,-0.9917,9345.360352,9445.719727,9321.629883,9441.269531,152400000,1
456,0.134,0.785,0.081,-0.9786,9440.129883,9511.019531,9439.980469,9497.339844,202370000,1
457,0.13,0.804,0.066,-0.986,9496.589844,9577.219727,9476.179688,9547.219727,190820000,1
458,0.124,0.816,0.06,-0.9935,9546.540039,9633,9508.219727,9627.480469,234130000,0
459,0.137,0.792,0.071,-0.9916,9625.44043,9649.849609,9571.55957,9605.410156,196760000,1
462,0.105,0.818,0.077,-0.9689,9598.080078,9631.110352,9535.959961,9626.799805,196480000,1
463,0.076,0.831,0.093,0.6246,9626.419922,9713.709961,9580.929688,9683.410156,224030000,1
464,0.119,0.802,0.079,-0.9496,9683.709961,9799.719727,9679.179688,9791.709961,241270000,0
465,0.207,0.74,0.053,-0.9983,9789.820313,9854.580078,9749.459961,9783.919922,225470000,1
466,0.121,0.809,0.071,-0.9517,9784.75,9847.709961,9784.679688,9820.200195,424930000,0
469,0.109,0.842,0.049,-0.9811,9818.610352,9818.69043,9725.879883,9778.860352,172830000,1
470,0.116,0.794,0.091,-0.8923,9779.610352,9843.400391,9771.910156,9829.870117,194620000,0
471,0.129,0.786,0.084,-0.9775,9830.629883,9917.990234,9740.839844,9748.549805,233330000,0
472,0.146,0.788,0.066,-0.9952,9749.990234,9805.389648,9666.030273,9707.44043,201890000,0
473,0.104,0.805,0.091,-0.8527,9706.679688,9735.929688,9641.009766,9665.19043,189350000,1
476,0.138,0.767,0.095,-0.9154,9663.230469,9823.669922,9663.230469,9789.360352,163780000,0
477,0.183,0.749,0.069,-0.9967,9789.740234,9834.480469,9739.110352,9742.200195,154000000,0
478,0.174,0.787,0.039,-0.9972,9741.830078,9776.820313,9608.589844,9712.280273,268390000,0
479,0.148,0.77,0.082,-0.9829,9711.599609,9711.669922,9500.370117,9509.280273,266990000,0
480,0.146,0.793,0.061,-0.9903,9507.620117,9524.780273,9430.080078,9487.669922,219750000,1
483,0.169,0.753,0.078,-0.996,9488.730469,9625.05957,9481.089844,9599.75,173850000,1
484,0.161,0.77,0.069,-0.9947,9601.259766,9774.320313,9601.259766,9731.25,206020000,0
485,0.272,0.664,0.063,-0.9994,9725.69043,9740.320313,9675.620117,9725.580078,167650000,1
486,0.148,0.767,0.085,-0.9889,9728.219727,9836.669922,9728.070313,9786.870117,209580000,1
487,0.109,0.806,0.085,-0.4897,9786.040039,9865.009766,9764.879883,9864.94043,161120000,1
490,0.133,0.834,0.033,-0.9943,9865.240234,9931.820313,9849.370117,9885.799805,158850000,0
491,0.205,0.712,0.083,-0.9949,9883.980469,9895.089844,9815.05957,9871.05957,211510000,1
492,0.163,0.782,0.055,-0.9939,9873.549805,10027.73047,9873.480469,10015.86035,284810000,1
493,0.142,0.754,0.104,-0.961,10014.87988,10062.94043,9977.469727,10062.94043,252480000,0
494,0.139,0.773,0.087,-0.9866,10061.36035,10061.66016,9939.910156,9995.910156,307770000,1
497,0.117,0.822,0.061,-0.9879,9996.669922,10117.95996,9995.150391,10092.19043,186240000,0
498,0.077,0.819,0.104,0.7564,10092.41992,10098.38965,9992.80957,10041.48047,214500000,0
499,0.08,0.844,0.076,-0.5838,10038.83984,10119.46973,9943.759766,9949.360352,251050000,1
500,0.166,0.766,0.068,-0.9948,9946.179688,10105.19043,9916.780273,10081.30957,231900000,0
501,0.096,0.832,0.072,-0.8997,10099.90039,10109.57031,9932.5,9972.179688,305670000,0
504,0.177,0.771,0.052,-0.9962,9972.330078,10072.32031,9849.450195,9867.959961,270050000,1
505,0.192,0.754,0.054,-0.9976,9868.339844,9947.540039,9837.959961,9882.169922,237060000,0
506,0.192,0.735,0.073,-0.9967,9881.110352,9902.419922,9758.080078,9762.69043,257370000,1
507,0.122,0.804,0.074,-0.9807,9762.910156,9969.910156,9759.129883,9962.580078,248950000,0
508,0.144,0.783,0.073,-0.9873,9961.519531,9962.129883,9684.540039,9712.730469,327980000,1
511,0.109,0.801,0.09,-0.9189,9712.129883,9858.589844,9678.950195,9789.44043,242460000,0
512,0.111,0.824,0.065,-0.9876,9787.469727,9787.469727,9703.889648,9771.910156,231520000,1
513,0.169,0.75,0.081,-0.9942,9767.299805,9928.040039,9767.139648,9802.139648,224130000,1
514,0.229,0.733,0.037,-0.9968,9807.799805,10013.07031,9807.799805,10005.95996,211040000,1
515,0.142,0.771,0.087,-0.9852,10001.34961,10044.5,9936.80957,10023.41992,181010000,1
518,0.11,0.793,0.097,-0.8549,10020.62012,10228.23047,10020.62012,10226.94043,227470000,1
519,0.135,0.788,0.076,-0.9857,10223.00977,10260.79981,10197.69043,10246.96973,193950000,1
520,0.13,0.787,0.083,-0.9793,10247.41992,10341.96973,10246.13965,10291.25977,166920000,0
521,0.171,0.79,0.039,-0.9964,10289.82031,10321.63965,10171.24023,10197.46973,183810000,1
522,0.143,0.791,0.066,-0.9947,10197.84961,10305.69043,10192.03027,10270.46973,167280000,1
525,0.203,0.749,0.049,-0.9972,10267.53027,10434.24023,10267.4502,10406.95996,202570000,1
526,0.126,0.774,0.1,-0.949,10404.76953,10438.16992,10361.99023,10437.41992,158320000,1
527,0.165,0.774,0.061,-0.9929,10426.26953,10432.66016,10360.09961,10426.30957,166340000,0
528,0.116,0.805,0.079,-0.9478,10425.33008,10425.33008,10256.11035,10332.44043,196250000,0
529,0.174,0.777,0.049,-0.9964,10327.91016,10342.71973,10271.67969,10318.16016,230430000,1
532,0.296,0.684,0.021,-0.9994,10320.12988,10495.61035,10320.04981,10450.9502,182350000,0
533,0.186,0.762,0.052,-0.9973,10451.25,10453.96973,10359.58008,10433.70996,163750000,1
534,0.172,0.755,0.074,-0.9918,10432.95996,10481.48047,10420.94043,10464.40039,130080000,0
536,0.141,0.774,0.086,-0.9764,10452.23047,10452.23047,10231.25,10309.91992,130290000,1
539,0.182,0.739,0.079,-0.9944,10309.76953,10364.33984,10263.29004,10344.83984,223580000,1
540,0.155,0.764,0.081,-0.9922,10343.82031,10501.28027,10343.44043,10471.58008,190220000,0
541,0.219,0.754,0.027,-0.9987,10470.44043,10513.51953,10421.46973,10452.67969,159500000,0
542,0.166,0.757,0.077,-0.99,10455.62988,10507.62988,10350.04981,10366.15039,243970000,1
543,0.111,0.86,0.029,-0.9864,10368.57031,10516.7002,10311.80957,10388.90039,460660000,1
546,0.156,0.766,0.077,-0.9907,10386.86035,10443.16016,10360.17969,10390.11035,196580000,0
547,0.128,0.815,0.057,-0.9809,10385.41992,10385.65039,10249.83984,10285.96973,221770000,1
548,0.165,0.739,0.096,-0.9877,10282.84961,10342.26953,10235.62988,10337.04981,188610000,1
549,0.192,0.746,0.062,-0.9962,10336,10444.59961,10335.76953,10405.83008,195910000,1
550,0.137,0.808,0.055,-0.9897,10403.41016,10484.04981,10400.08008,10471.5,179970000,1
553,0.248,0.698,0.054,-0.9988,10471.28027,10514.66016,10471.28027,10501.04981,154360000,0
554,0.282,0.659,0.059,-0.9993,10499.30957,10499.30957,10426.69043,10452,187560000,0
555,0.193,0.749,0.059,-0.9965,10449.80957,10509.96973,10427.58984,10441.12012,208310000,0
556,0.16,0.771,0.069,-0.9959,10439.99023,10440.05957,10307.95996,10308.25977,198860000,1
557,0.205,0.708,0.087,-0.995,10309.38965,10372.34961,10263.90039,10328.88965,480080000,1
560,0.209,0.71,0.081,-0.9966,10330.09961,10458.04981,10329.79981,10414.13965,164470000,1
561,0.199,0.696,0.105,-0.9959,10414.66992,10479.82031,10414.58984,10464.92969,135080000,1
562,0.169,0.738,0.093,-0.9894,10464.32031,10492.05957,10437.79981,10466.44043,112460000,1
563,0.153,0.782,0.064,-0.991,10467.12012,10522.05957,10461.67969,10520.08984,52670000,1
567,0.095,0.803,0.102,0.4717,10517.91016,10551.61035,10506.33984,10547.08008,102010000,0
568,0.122,0.817,0.061,-0.9612,10547.83008,10580.33008,10544.28027,10545.41016,92890000,1
569,0.228,0.674,0.098,-0.9969,10544.36035,10550.7002,10505.66016,10548.50977,110160000,0
570,0.188,0.775,0.036,-0.998,10548.50977,10555.00977,10423.12988,10428.04981,137940000,1
574,0.111,0.818,0.071,-0.9564,10430.69043,10604.96973,10430.69043,10583.95996,179780000,0
575,0.176,0.778,0.046,-0.9938,10584.55957,10584.55957,10522.51953,10572.01953,188540000,1
576,0.144,0.801,0.055,-0.9939,10564.71973,10594.99023,10546.54981,10573.67969,186040000,1
577,0.103,0.779,0.118,0.8805,10571.11035,10612.37012,10505.20996,10606.86035,217390000,1
578,0.187,0.758,0.055,-0.9949,10606.40039,10619.40039,10554.33008,10618.19043,172710000,1
581,0.161,0.782,0.057,-0.9964,10620.30957,10676.23047,10591.58984,10663.99023,182050000,0
582,0.133,0.798,0.069,-0.9896,10662.86035,10663.08008,10568.83984,10627.25977,256050000,1
583,0.183,0.724,0.094,-0.9946,10628.08984,10709.25977,10614.49023,10680.76953,202810000,1
584,0.143,0.787,0.07,-0.9871,10680.16016,10723.76953,10666.86035,10710.54981,201320000,0
585,0.143,0.775,0.082,-0.9804,10706.99023,10709.94043,10561.05957,10609.65039,362930000,1
589,0.172,0.785,0.044,-0.9935,10608.37012,10729.88965,10591.96973,10725.42969,192150000,0
590,0.12,0.773,0.107,-0.9445,10719.69043,10719.91992,10517.29981,10603.15039,203270000,0
591,0.157,0.791,0.052,-0.9969,10603.91016,10614.94043,10374.69043,10389.87988,304290000,0
592,0.152,0.772,0.076,-0.9933,10389.58008,10389.58008,10157.63965,10172.98047,323620000,1
595,0.153,0.782,0.066,-0.9914,10175.09961,10256.87012,10171.76953,10196.86035,215330000,0
596,0.184,0.766,0.05,-0.9969,10195.34961,10285.12988,10155.59961,10194.29004,217300000,1
597,0.109,0.824,0.067,-0.9609,10194.29004,10255.05957,10104.36035,10236.16016,262170000,0
598,0.167,0.781,0.052,-0.9964,10236.91992,10258.83008,10055.08008,10120.45996,240050000,0
599,0.169,0.788,0.043,-0.994,10122.04004,10239.33984,10043.75,10067.33008,316900000,1
602,0.128,0.822,0.049,-0.9872,10068.99023,10190.88965,10068.91016,10185.53027,198430000,1
603,0.133,0.771,0.096,-0.9485,10186.12988,10314.83984,10173.58984,10296.84961,237140000,0
604,0.157,0.772,0.072,-0.9919,10291.73047,10307.2002,10231.92969,10270.54981,198940000,0
605,0.164,0.77,0.066,-0.9952,10273.12012,10273.12012,9998.030273,10002.17969,304240000,1
606,0.104,0.748,0.147,0.9184,10003.69043,10031.95996,9835.089844,10012.23047,308320000,0
609,0.142,0.814,0.044,-0.9941,10005.42969,10028.55957,9904.089844,9908.389648,216270000,1
610,0.158,0.799,0.044,-0.9967,9910.280273,10139.42969,9910.05957,10058.63965,236210000,0
611,0.173,0.737,0.09,-0.9912,10055.45996,10085.54004,9962.959961,10038.37988,178600000,1
612,0.173,0.733,0.094,-0.989,10037.84961,10161.57031,9976.709961,10144.19043,194470000,0
613,0.189,0.723,0.088,-0.9896,10137.23047,10137.38965,9983.820313,10099.13965,296510000,1
617,0.244,0.723,0.034,-0.9984,10100.80957,10279.54004,10100.80957,10268.80957,234900000,1
618,0.173,0.759,0.068,-0.9963,10261.48047,10320.12988,10261.48047,10309.24023,193270000,1
619,0.137,0.825,0.038,-0.9918,10309.38965,10406.58008,10294.50977,10392.90039,185310000,1
620,0.212,0.74,0.048,-0.9965,10387.76953,10438.54981,10339.16992,10402.34961,241750000,0
623,0.138,0.826,0.036,-0.9886,10402.42969,10433.63965,10368.9502,10383.37988,158440000,0
624,0.183,0.751,0.066,-0.9951,10383.16016,10411.12012,10267.83008,10282.41016,190740000,1
625,0.115,0.83,0.056,-0.9695,10284,10393.50977,10283.92969,10374.16016,181450000,0
626,0.126,0.816,0.058,-0.9674,10366.59961,10366.67969,10185.83008,10321.03027,242550000,1
627,0.066,0.873,0.061,-0.7205,10321.41016,10353.4502,10272.29004,10325.25977,282120000,1
630,0.216,0.735,0.049,-0.9984,10326.09961,10413.99023,10326.09961,10403.79004,173750000,1
631,0.169,0.758,0.072,-0.994,10404.16016,10456.91992,10389.42969,10405.98047,217180000,0
632,0.194,0.747,0.06,-0.996,10406.28027,10469.54004,10376.58008,10396.75977,183290000,1
633,0.125,0.805,0.07,-0.9727,10396.53027,10452.37988,10390.86035,10444.13965,165740000,1
634,0.15,0.754,0.096,-0.966,10445.12988,10571.94043,10445.04981,10566.2002,184270000,0
637,0.147,0.783,0.07,-0.9899,10563.78027,10587.74023,10542.38965,10552.51953,171780000,1
638,0.152,0.735,0.113,-0.9765,10552.24023,10612.59961,10533.92969,10564.37988,219860000,1
639,0.196,0.67,0.134,-0.9872,10560.12988,10601.79004,10526.51953,10567.33008,186570000,1
640,0.148,0.774,0.078,-0.9788,10560.98047,10611.83984,10507.16992,10611.83984,150000000,1
641,0.136,0.803,0.06,-0.9897,10611.76953,10644.9502,10594.83984,10624.69043,166140000,1
644,0.107,0.806,0.086,-0.9005,10623.41016,10644.19043,10570.50977,10642.15039,160570000,1
645,0.162,0.775,0.063,-0.9951,10642.53027,10693.99023,10621.90039,10685.98047,227410000,1
646,0.18,0.742,0.077,-0.9909,10686.36035,10767.98047,10686.36035,10733.66992,194190000,1
647,0.144,0.778,0.078,-0.9867,10733.44043,10784,10728.15039,10779.16992,153280000,0
648,0.199,0.735,0.067,-0.9975,10780,10819.90039,10694.21973,10741.98047,434190000,1
651,0.126,0.821,0.053,-0.9917,10741,10809.84961,10695.12988,10785.88965,157200000,1
652,0.213,0.72,0.068,-0.9981,10787.17969,10893.88965,10784.75977,10888.83008,189140000,0
653,0.172,0.776,0.053,-0.9964,10887.62012,10887.83984,10825.41992,10836.15039,195570000,1
654,0.195,0.726,0.079,-0.9969,10837.50977,10955.48047,10834.19043,10841.20996,200330000,1
655,0.207,0.727,0.066,-0.9947,10841.29004,10909.37988,10816.42969,10850.36035,175490000,1
657,0.186,0.768,0.047,-0.9955,10849.23047,10916.63965,10849.23047,10895.86035,136710000,1
658,0.183,0.75,0.066,-0.9963,10895.01953,10940.21973,10866.83008,10907.41992,148810000,0
659,0.224,0.746,0.03,-0.9979,10907.33984,10907.41992,10832.83008,10856.62988,197060000,1
660,0.174,0.753,0.074,-0.9918,10857.30957,10956.38965,10857.30957,10927.07031,159520000,1
664,0.165,0.774,0.062,-0.9941,10927.4502,10988.05957,10923.96973,10973.54981,139480000,0
665,0.21,0.741,0.049,-0.9984,10972.49023,10987.37988,10927.51953,10969.99023,159960000,0
666,0.188,0.712,0.101,-0.993,10961.9502,10962.66016,10845.4502,10897.51953,187000000,1
667,0.163,0.757,0.08,-0.9928,10896.99023,10949.36035,10844.08984,10927.07031,158930000,1
668,0.192,0.716,0.092,-0.9957,10926.91992,11000.98047,10926.91992,10997.34961,150660000,1
671,0.181,0.719,0.1,-0.9923,10996.75,11029.76953,10992.20996,11005.96973,153960000,1
672,0.157,0.765,0.078,-0.9818,11006.71973,11038.91992,10947.76953,11019.41992,183950000,1
673,0.095,0.841,0.064,-0.9217,11020.7002,11125.21973,11020.62988,11123.11035,223920000,1
674,0.174,0.717,0.109,-0.9908,11122.95996,11154.54981,11096.2002,11144.57031,203720000,0
675,0.193,0.772,0.035,-0.9974,11143.66016,11153.79004,10973.91992,11018.66016,373950000,1
678,0.129,0.814,0.057,-0.9904,11018.36035,11095.29981,10977.84961,11092.04981,214850000,1
679,0.179,0.752,0.069,-0.9931,11093.11035,11146.08008,11081.46973,11117.05957,175170000,1
680,0.187,0.753,0.061,-0.9965,11116.91016,11153.71973,11071.33984,11124.91992,188880000,1
681,0.105,0.818,0.078,-0.96,11119.78027,11149.86035,11016.40039,11134.29004,214700000,1
682,0.156,0.791,0.053,-0.9924,11132.17969,11205.63965,11105.65039,11204.28027,207380000,0
685,0.116,0.822,0.063,-0.9604,11205.11035,11258.00977,11187.65039,11205.03027,191920000,0
686,0.102,0.806,0.092,-0.471,11203.66992,11218.86035,10973.16992,10991.99023,263400000,1
687,0.152,0.771,0.077,-0.9934,10988.87012,11078.51953,10965.37988,11045.26953,236760000,1
688,0.239,0.699,0.062,-0.9984,11045.63965,11197.32031,11041.63965,11167.32031,194310000,0
689,0.171,0.773,0.056,-0.996,11168.23047,11197.92969,10999.69043,11008.61035,255130000,1
692,0.139,0.766,0.095,-0.9506,11009.59961,11177.66992,11009.59961,11151.83008,178080000,0
693,0.175,0.745,0.08,-0.9914,11149.48047,11149.48047,10869.25,10926.76953,242100000,0
694,0.19,0.745,0.065,-0.9958,10918.40039,10946.79004,10814.83984,10866.83008,218830000,0
695,0.143,0.767,0.09,-0.9819,10868.12012,10879.75977,9869.620117,10520.32031,459890000,0
696,0.155,0.776,0.069,-0.9908,10519.41992,10579.12012,10241.23047,10380.42969,428730000,1
699,0.158,0.747,0.095,-0.9897,10386.17969,10835.16992,10386.03027,10785.13965,313350000,0
700,0.254,0.659,0.086,-0.9979,10780,10874.54004,10685.37988,10748.25977,223950000,1
701,0.176,0.765,0.058,-0.9965,10742.15039,10909.08008,10742.15039,10896.91016,196630000,0
702,0.165,0.784,0.05,-0.9957,10896.61035,10920.26953,10771.69043,10782.9502,201480000,0
703,0.21,0.74,0.05,-0.9973,10780.67969,10780.75,10537.25,10620.16016,256500000,1
706,0.132,0.805,0.062,-0.9823,10616.98047,10660.96973,10436.05957,10625.83008,221910000,0
707,0.104,0.834,0.062,-0.9659,10625.4502,10718.86035,10482.2002,10510.9502,246370000,0
708,0.192,0.747,0.06,-0.9975,10505.7002,10522.51953,10324.66016,10444.37012,266340000,0
709,0.159,0.798,0.044,-0.9932,10440.20996,10440.20996,10065.36035,10068.00977,360350000,1
710,0.155,0.814,0.031,-0.994,10063.92969,10198.53027,9918.820313,10193.38965,438220000,0
713,0.141,0.812,0.047,-0.9932,10193.45996,10196.41016,10052.66992,10066.57031,211430000,0
714,0.194,0.74,0.065,-0.9973,10061.42969,10061.66016,9774.480469,10043.75,316960000,0
715,0.123,0.827,0.05,-0.9882,10045.11035,10179.03027,9952.679688,9974.450195,316080000,1
716,0.151,0.713,0.136,-0.9294,9971.730469,10264.2002,9971.730469,10258.99023,264770000,0
717,0.168,0.786,0.046,-0.9961,10258,10258,10095.90039,10136.62988,243720000,0
721,0.131,0.803,0.066,-0.9865,10133.94043,10218.33008,10013.90039,10024.01953,221900000,1
722,0.192,0.747,0.061,-0.9978,10025.61035,10254.21973,10025.61035,10249.54004,200850000,1
723,0.119,0.825,0.057,-0.9774,10250.66992,10315.20996,10175.01953,10255.28027,176870000,0
724,0.216,0.73,0.055,-0.9989,10249.61035,10249.69043,9889.879883,9931.969727,256600000,0
727,0.135,0.856,0.009,-0.995,9931.75,9982.379883,9810.299805,9816.490234,222940000,1
