,neg,neu,pos,compound,Open,label
1,0.218,0.705,0.078,-0.9972,12210.12988,1
2,0.212,0.748,0.04,-0.9943,12277.70996,1
3,0.167,0.732,0.101,-0.9728,12286.33984,0
4,0.15,0.77,0.08,-0.9681,12089.62988,1
5,0.188,0.731,0.081,-0.9952,12144.58984,1
8,0.196,0.733,0.072,-0.9899,12306.86035,0
9,0.193,0.75,0.056,-0.9886,12269.65039,0
10,0.208,0.743,0.05,-0.9954,12158.67969,0
11,0.148,0.773,0.08,-0.9772,12029.05957,1
12,0.291,0.66,0.049,-0.9976,12062.19043,0
15,0.128,0.82,0.051,-0.9868,11843.83008,0
16,0.216,0.69,0.095,-0.9948,11842.36035,0
17,0.164,0.778,0.058,-0.9916,11805.30957,1
18,0.199,0.768,0.033,-0.9956,11808.57031,0
19,0.171,0.75,0.079,-0.992,11452.84961,0
22,0.109,0.812,0.079,-0.9065,11345.7002,1
23,0.174,0.697,0.129,-0.9545,11344.63965,1
24,0.172,0.764,0.064,-0.9904,11382.33984,0
25,0.23,0.715,0.055,-0.9959,11216,1
29,0.218,0.709,0.072,-0.994,11289.19043,0
30,0.164,0.734,0.102,-0.9697,11225.03027,1
31,0.237,0.727,0.036,-0.996,11381.92969,0
32,0.184,0.765,0.051,-0.9879,11148.00977,1
33,0.124,0.756,0.12,0.2957,11226.16992,0
36,0.184,0.743,0.073,-0.9873,11103.63965,0
37,0.091,0.879,0.03,-0.8756,11050.79981,0
38,0.178,0.74,0.082,-0.9877,10961.88965,1
39,0.169,0.727,0.104,-0.9757,11238.38965,1
40,0.141,0.78,0.079,-0.9622,11436.55957,1
43,0.195,0.742,0.063,-0.9957,11495.01953,0
44,0.197,0.757,0.046,-0.9928,11457.90039,1
45,0.13,0.834,0.036,-0.983,11603.38965,1
46,0.165,0.794,0.041,-0.9899,11630.33984,0
47,0.107,0.823,0.07,-0.9339,11341.13965,1
50,0.214,0.769,0.017,-0.9945,11369.46973,0
51,0.204,0.755,0.041,-0.9955,11133.44043,1
52,0.214,0.747,0.039,-0.9951,11397.55957,1
53,0.181,0.77,0.048,-0.9869,11577.99023,0
54,0.191,0.696,0.114,-0.9823,11379.88965,0
57,0.153,0.785,0.062,-0.978,11326.32031,0
58,0.112,0.846,0.042,-0.9638,11286.01953,1
59,0.177,0.767,0.056,-0.9921,11603.63965,1
60,0.143,0.793,0.063,-0.9843,11655.41992,0
61,0.214,0.724,0.062,-0.9966,11432.08984,1
64,0.148,0.761,0.091,-0.9457,11729.66992,1
65,0.139,0.805,0.056,-0.9739,11781.7002,0
66,0.146,0.797,0.058,-0.9805,11632.80957,0
67,0.185,0.723,0.092,-0.9831,11532.07031,1
68,0.165,0.775,0.059,-0.9856,11611.20996,1
71,0.224,0.734,0.042,-0.9938,11659.65039,0
72,0.24,0.704,0.056,-0.9959,11478.08984,0
73,0.186,0.766,0.048,-0.9917,11345.94043,1
74,0.161,0.763,0.076,-0.9867,11415.23047,1
75,0.131,0.786,0.082,-0.9515,11426.79004,1
78,0.267,0.721,0.012,-0.9974,11626.19043,0
79,0.194,0.744,0.062,-0.9844,11383.55957,1
80,0.171,0.775,0.054,-0.9878,11412.45996,1
81,0.129,0.755,0.116,-0.7269,11499.87012,1
82,0.108,0.817,0.075,-0.8736,11713.23047,0
86,0.216,0.737,0.046,-0.9948,11545.62988,0
87,0.148,0.785,0.067,-0.974,11506.00977,1
88,0.185,0.723,0.093,-0.9861,11532.48047,0
89,0.224,0.692,0.084,-0.9956,11185.62988,1
92,0.225,0.728,0.047,-0.9958,11224.87012,1
93,0.173,0.763,0.064,-0.99,11514.73047,0
94,0.222,0.737,0.04,-0.9947,11233.91016,1
95,0.145,0.776,0.078,-0.9417,11264.44043,1
96,0.13,0.835,0.034,-0.9807,11429.32031,0
99,0.189,0.734,0.077,-0.9885,11416.37012,0
100,0.214,0.726,0.06,-0.996,10905.62012,1
101,0.203,0.778,0.018,-0.9923,11056.58008,0
102,0.22,0.744,0.036,-0.9944,10609.00977,1
103,0.253,0.714,0.033,-0.9949,11027.50977,1
106,0.218,0.717,0.066,-0.9957,11394.41992,0
107,0.188,0.739,0.073,-0.9865,11015.69043,0
108,0.259,0.708,0.033,-0.9975,10850.01953,0
109,0.161,0.83,0.008,-0.9879,10827.16992,1
110,0.17,0.802,0.028,-0.9881,11019.04004,1
113,0.188,0.731,0.08,-0.987,11139.62012,0
114,0.189,0.714,0.097,-0.9815,10371.58008,1
115,0.186,0.724,0.09,-0.9892,10847.40039,0
116,0.154,0.757,0.088,-0.9738,10825.54004,0
117,0.135,0.81,0.055,-0.9824,10483.95996,0
120,0.139,0.775,0.086,-0.9068,10322.51953,0
121,0.104,0.835,0.061,-0.9417,9955.419922,0
122,0.185,0.752,0.063,-0.9932,9437.230469,0
123,0.221,0.734,0.045,-0.9974,9261.69043,0
124,0.132,0.798,0.07,-0.9813,8568.669922,0
127,0.146,0.76,0.094,-0.9372,8462.419922,1
128,0.181,0.752,0.066,-0.993,9388.969727,0
129,0.158,0.797,0.045,-0.9906,9301.910156,0
130,0.123,0.8,0.077,-0.9404,8577.040039,1
131,0.17,0.774,0.056,-0.9918,8975.349609,0
134,0.193,0.717,0.09,-0.9852,8852.299805,1
135,0.149,0.746,0.106,-0.9626,9262.799805,0
136,0.133,0.813,0.054,-0.9864,9027.839844,0
137,0.184,0.733,0.083,-0.9876,8519.769531,1
138,0.233,0.691,0.076,-0.9953,8683.209961,0
141,0.219,0.724,0.057,-0.9956,8375.919922,0
142,0.19,0.785,0.024,-0.9936,8178.720215,1
143,0.184,0.716,0.1,-0.9854,9062.330078,0
144,0.231,0.717,0.053,-0.9965,9004.660156,1
145,0.255,0.647,0.097,-0.9907,9179.089844,1
148,0.176,0.769,0.055,-0.9928,9326.040039,0
149,0.155,0.768,0.077,-0.9853,9323.889648,1
150,0.19,0.712,0.098,-0.9885,9616.599609,0
151,0.195,0.746,0.059,-0.993,9134.009766,0
152,0.2,0.729,0.071,-0.9903,8696.030273,1
155,0.175,0.74,0.085,-0.9815,8946.599609,0
156,0.232,0.715,0.052,-0.9956,8864.320313,0
157,0.115,0.856,0.03,-0.9734,8684.519531,0
158,0.169,0.745,0.086,-0.9853,8281.139648,1
159,0.174,0.744,0.083,-0.9912,8822.19043,0
162,0.162,0.782,0.056,-0.9819,8494.839844,0
163,0.194,0.763,0.043,-0.9951,8273.339844,1
164,0.103,0.766,0.131,0.8147,8420.69043,0
165,0.097,0.812,0.091,-0.7044,7995.529785,0
166,0.155,0.795,0.05,-0.9865,7552.370117,1
169,0.182,0.765,0.053,-0.9918,8048.089844,1
170,0.217,0.736,0.047,-0.9954,8445.139648,1
171,0.177,0.771,0.052,-0.9878,8464.490234,1
173,0.136,0.809,0.055,-0.9867,8724.700195,1
176,0.15,0.767,0.083,-0.963,8826.889648,0
177,0.231,0.686,0.083,-0.9973,8153.75,1
178,0.197,0.708,0.095,-0.9925,8409.139648,1
179,0.19,0.722,0.087,-0.9843,8587.070313,0
180,0.242,0.697,0.061,-0.9967,8376.080078,1
183,0.135,0.808,0.057,-0.9656,8637.650391,1
184,0.185,0.738,0.077,-0.9906,8934.099609,0
185,0.222,0.678,0.099,-0.9929,8693,1
186,0.152,0.794,0.054,-0.9891,8750.129883,0
187,0.256,0.708,0.037,-0.9971,8563.099609,1
190,0.11,0.843,0.047,-0.9623,8628.80957,0
191,0.185,0.748,0.067,-0.9924,8565.650391,1
192,0.132,0.802,0.066,-0.935,8921.910156,0
193,0.191,0.751,0.059,-0.9912,8823.94043,0
194,0.18,0.759,0.06,-0.9935,8606.5,0
197,0.232,0.699,0.069,-0.9961,8573.370117,0
198,0.132,0.79,0.078,-0.9202,8518.650391,0
199,0.19,0.713,0.097,-0.9835,8416.860352,1
201,0.165,0.757,0.078,-0.989,8468.709961,1
204,0.173,0.75,0.077,-0.982,8515.870117,0
205,0.207,0.701,0.092,-0.9952,8487.509766,1
206,0.146,0.784,0.071,-0.9716,8666.480469,1
208,0.186,0.743,0.071,-0.9885,8772.25,1
211,0.205,0.743,0.052,-0.9961,9027.129883,0
212,0.158,0.774,0.068,-0.9861,8954.570313,1
213,0.175,0.77,0.055,-0.9956,8996.94043,0
214,0.2,0.769,0.03,-0.996,8769.94043,0
215,0.146,0.82,0.034,-0.9938,8738.799805,0
218,0.142,0.796,0.062,-0.9872,8599.259766,0
219,0.176,0.782,0.042,-0.9949,8474.610352,0
220,0.227,0.695,0.078,-0.9967,8446.009766,0
221,0.129,0.804,0.067,-0.9738,8196.240234,1
222,0.211,0.73,0.059,-0.9975,8215.669922,1
226,0.275,0.673,0.052,-0.9976,8279.629883,0
227,0.175,0.748,0.076,-0.987,7949.169922,1
228,0.173,0.761,0.066,-0.9892,8224.429688,0
229,0.197,0.728,0.074,-0.9897,8108.790039,0
232,0.186,0.75,0.064,-0.9946,8078.040039,1
233,0.184,0.75,0.066,-0.9944,8117.390137,1
234,0.196,0.754,0.049,-0.9925,8175.930176,1
235,0.099,0.851,0.049,-0.9686,8373.05957,0
236,0.139,0.801,0.06,-0.9779,8149.009766,0
239,0.131,0.767,0.102,-0.9136,8000.620117,0
240,0.194,0.718,0.088,-0.9929,7936.990234,1
241,0.154,0.782,0.064,-0.979,8070.319824,0
242,0.141,0.741,0.118,-0.9149,7954.830078,1
243,0.189,0.765,0.046,-0.9961,8056.379883,1
246,0.18,0.779,0.041,-0.9939,8281.379883,0
247,0.182,0.746,0.072,-0.9914,8269.360352,0
248,0.196,0.739,0.064,-0.9973,7887.049805,1
249,0.145,0.804,0.051,-0.9838,7931.970215,1
250,0.171,0.793,0.036,-0.994,7933,0
254,0.196,0.767,0.037,-0.9942,7845.629883,0
255,0.143,0.793,0.064,-0.9792,7546.350098,1
256,0.176,0.741,0.083,-0.9798,7555.22998,0
257,0.181,0.744,0.075,-0.9846,7461.490234,0
260,0.161,0.77,0.069,-0.9865,7365.990234,0
261,0.177,0.715,0.109,-0.9867,7115.339844,1
262,0.21,0.727,0.062,-0.997,7349.580078,0
263,0.165,0.744,0.091,-0.989,7269.060059,0
264,0.165,0.794,0.041,-0.9925,7180.970215,0
267,0.178,0.808,0.015,-0.9946,7056.47998,0
268,0.136,0.812,0.052,-0.9754,6764.810059,0
269,0.243,0.703,0.054,-0.997,6726.5,1
270,0.175,0.788,0.037,-0.9957,6874.009766,0
271,0.159,0.777,0.065,-0.9895,6595.160156,1
274,0.149,0.78,0.071,-0.9795,6625.740234,0
275,0.155,0.791,0.053,-0.9894,6547.009766,1
276,0.252,0.712,0.036,-0.9965,6923.129883,1
277,0.208,0.729,0.063,-0.9939,6932.390137,1
278,0.176,0.766,0.058,-0.9924,7167.350098,1
281,0.134,0.817,0.049,-0.9887,7225.330078,0
282,0.212,0.74,0.048,-0.9972,7218,1
283,0.17,0.769,0.061,-0.9901,7395.700195,1
284,0.167,0.757,0.076,-0.9721,7489.680176,0
285,0.187,0.779,0.034,-0.9972,7402.310059,0
288,0.193,0.702,0.105,-0.9935,7279.25,1
289,0.193,0.754,0.053,-0.996,7773.470215,0
290,0.245,0.706,0.049,-0.9979,7659.810059,1
291,0.206,0.711,0.083,-0.9922,7752.359863,1
292,0.196,0.726,0.078,-0.9928,7922.569824,0
294,0.107,0.861,0.032,-0.9818,7773.310059,0
295,0.151,0.786,0.063,-0.9902,7523.77002,1
296,0.142,0.791,0.067,-0.9765,7606.129883,1
297,0.203,0.726,0.071,-0.9926,7763.990234,1
298,0.14,0.809,0.05,-0.992,7980.629883,1
301,0.202,0.752,0.046,-0.9955,8016.160156,0
302,0.22,0.752,0.028,-0.9981,7968.919922,0
303,0.135,0.813,0.052,-0.9774,7788.680176,1
304,0.169,0.793,0.038,-0.9949,7839.890137,1
308,0.162,0.79,0.049,-0.9881,8082.02002,0
309,0.16,0.795,0.046,-0.9933,8057.410156,0
310,0.175,0.758,0.068,-0.9879,7914.919922,1
311,0.181,0.779,0.04,-0.9948,8029.140137,1
312,0.199,0.718,0.083,-0.9917,8125.430176,1
315,0.152,0.797,0.051,-0.9917,8128.939941,0
316,0.185,0.751,0.064,-0.9945,7841.72998,1
317,0.093,0.863,0.043,-0.9333,7964.779785,0
318,0.177,0.724,0.099,-0.9911,7886.810059,1
319,0.179,0.739,0.082,-0.9873,7957.450195,1
322,0.108,0.847,0.045,-0.9675,8073.819824,0
323,0.199,0.721,0.08,-0.9944,8023.560059,0
324,0.129,0.803,0.068,-0.9725,8018.310059,1
325,0.196,0.77,0.034,-0.9951,8188.509766,0
326,0.15,0.784,0.066,-0.9939,8167.410156,1
329,0.147,0.776,0.077,-0.9877,8213.599609,1
330,0.2,0.756,0.045,-0.9956,8425.549805,0
331,0.195,0.729,0.077,-0.9931,8403.480469,1
332,0.148,0.801,0.052,-0.9878,8512.280273,0
333,0.227,0.713,0.06,-0.9979,8410.730469,1
336,0.121,0.809,0.07,-0.9445,8569.230469,0
337,0.122,0.803,0.075,-0.9743,8419.169922,1
338,0.175,0.742,0.083,-0.995,8461.799805,0
339,0.186,0.739,0.076,-0.988,8285.919922,1
340,0.093,0.829,0.078,-0.2756,8326.219727,0
343,0.164,0.779,0.057,-0.9917,8270.150391,1
344,0.114,0.824,0.062,-0.9713,8502.480469,0
345,0.242,0.726,0.032,-0.9979,8471.820313,0
346,0.211,0.747,0.042,-0.9959,8416.070313,0
347,0.189,0.738,0.072,-0.9956,8292.209961,0
351,0.104,0.836,0.061,-0.9662,8277.320313,1
352,0.14,0.783,0.077,-0.9761,8473.650391,0
353,0.14,0.774,0.086,-0.9772,8300.5,1
354,0.155,0.785,0.06,-0.9931,8404.040039,1
357,0.161,0.768,0.071,-0.9877,8501.530273,1
358,0.083,0.873,0.044,-0.9698,8721.599609,1
359,0.11,0.82,0.069,-0.9453,8740.070313,0
360,0.111,0.803,0.085,-0.7754,8675.280273,1
361,0.095,0.824,0.081,-0.2278,8751.75,1
364,0.174,0.754,0.073,-0.9902,8759.349609,1
365,0.257,0.709,0.035,-0.9974,8764.830078,0
366,0.174,0.767,0.058,-0.9963,8763.660156,0
367,0.154,0.733,0.113,-0.9706,8736.230469,1
368,0.16,0.763,0.077,-0.983,8770.009766,1
371,0.176,0.781,0.043,-0.9973,8798.5,0
372,0.166,0.744,0.09,-0.9736,8612.44043,0
373,0.157,0.786,0.058,-0.9916,8504.360352,0
374,0.148,0.776,0.076,-0.9925,8496.730469,1
375,0.212,0.701,0.087,-0.9958,8556.959961,0
378,0.117,0.784,0.099,-0.9397,8538.519531,0
379,0.245,0.689,0.066,-0.9967,8340.44043,0
380,0.186,0.753,0.061,-0.9957,8323.509766,0
381,0.136,0.775,0.089,-0.9741,8299.25,1
382,0.181,0.779,0.04,-0.9945,8468.540039,0
385,0.145,0.827,0.028,-0.9926,8440.129883,1
386,0.159,0.72,0.121,-0.9504,8528.929688,0
387,0.118,0.838,0.044,-0.9818,8447.530273,1
388,0.163,0.767,0.07,-0.9818,8503,0
392,0.277,0.685,0.038,-0.998,8280.740234,1
393,0.198,0.738,0.064,-0.9953,8324.950195,0
394,0.199,0.736,0.065,-0.9977,8163.600098,1
395,0.153,0.807,0.04,-0.9869,8179.009766,1
396,0.215,0.736,0.049,-0.9969,8182.490234,0
399,0.141,0.815,0.044,-0.9921,8146.52002,1
400,0.254,0.697,0.048,-0.9982,8331.370117,1
401,0.279,0.671,0.049,-0.9987,8363.950195,1
402,0.142,0.798,0.06,-0.983,8612.660156,1
403,0.207,0.722,0.07,-0.9953,8711.889648,1
406,0.173,0.725,0.102,-0.988,8746.049805,1
407,0.116,0.841,0.043,-0.9828,8848.150391,1
408,0.096,0.826,0.078,-0.8414,8912.389648,0
409,0.179,0.789,0.032,-0.9954,8882.30957,1
410,0.128,0.825,0.046,-0.9866,9066.110352,1
413,0.179,0.725,0.095,-0.9911,9093.089844,1
414,0.266,0.634,0.1,-0.9989,9106.919922,0
415,0.164,0.763,0.073,-0.9965,9092.339844,0
416,0.175,0.765,0.059,-0.9963,9072.839844,1
417,0.145,0.793,0.062,-0.9926,9154.610352,1
420,0.077,0.87,0.052,-0.8904,9173.650391,1
421,0.142,0.82,0.037,-0.9931,9285.049805,1
422,0.15,0.809,0.041,-0.9903,9315.360352,0
423,0.111,0.824,0.065,-0.9727,9277.19043,0
424,0.204,0.725,0.071,-0.995,9258.450195,1
427,0.162,0.796,0.042,-0.9963,9368.410156,0
428,0.184,0.76,0.055,-0.9957,9334.330078,0
429,0.09,0.825,0.085,-0.7783,9236.05957,1
430,0.131,0.831,0.039,-0.9936,9362.290039,1
431,0.155,0.779,0.065,-0.9882,9398.040039,0
434,0.175,0.775,0.05,-0.9966,9313.849609,0
435,0.116,0.794,0.09,-0.9471,9134.360352,1
436,0.165,0.76,0.075,-0.9962,9208.679688,1
437,0.096,0.845,0.059,-0.9531,9278.549805,1
438,0.196,0.733,0.071,-0.9976,9347.860352,1
441,0.121,0.829,0.05,-0.9894,9506.179688,1
442,0.131,0.793,0.076,-0.9711,9509.209961,1
443,0.195,0.729,0.076,-0.9927,9538.610352,1
444,0.153,0.796,0.051,-0.9931,9541.629883,1
445,0.14,0.767,0.093,-0.9739,9582.740234,0
448,0.153,0.801,0.046,-0.994,9542.910156,0
449,0.122,0.829,0.049,-0.9887,9492.320313,0
450,0.158,0.742,0.1,-0.9803,9306.209961,0
451,0.131,0.799,0.07,-0.98,9282.030273,1
452,0.144,0.805,0.051,-0.9917,9345.360352,1
456,0.134,0.785,0.081,-0.9786,9440.129883,1
457,0.13,0.804,0.066,-0.986,9496.589844,1
458,0.124,0.816,0.06,-0.9935,9546.540039,1
459,0.137,0.792,0.071,-0.9916,9625.44043,0
462,0.105,0.818,0.077,-0.9689,9598.080078,1
463,0.076,0.831,0.093,0.6246,9626.419922,1
464,0.119,0.802,0.079,-0.9496,9683.709961,1
465,0.207,0.74,0.053,-0.9983,9789.820313,0
466,0.121,0.809,0.071,-0.9517,9784.75,1
469,0.109,0.842,0.049,-0.9811,9818.610352,0
470,0.116,0.794,0.091,-0.8923,9779.610352,1
471,0.129,0.786,0.084,-0.9775,9830.629883,0
472,0.146,0.788,0.066,-0.9952,9749.990234,0
473,0.104,0.805,0.091,-0.8527,9706.679688,0
476,0.138,0.767,0.095,-0.9154,9663.230469,1
477,0.183,0.749,0.069,-0.9967,9789.740234,0
478,0.174,0.787,0.039,-0.9972,9741.830078,0
479,0.148,0.77,0.082,-0.9829,9711.599609,0
480,0.146,0.793,0.061,-0.9903,9507.620117,0
483,0.169,0.753,0.078,-0.996,9488.730469,1
484,0.161,0.77,0.069,-0.9947,9601.259766,1
485,0.272,0.664,0.063,-0.9994,9725.69043,0
486,0.148,0.767,0.085,-0.9889,9728.219727,1
487,0.109,0.806,0.085,-0.4897,9786.040039,1
490,0.133,0.834,0.033,-0.9943,9865.240234,1
491,0.205,0.712,0.083,-0.9949,9883.980469,0
492,0.163,0.782,0.055,-0.9939,9873.549805,1
493,0.142,0.754,0.104,-0.961,10014.87988,1
494,0.139,0.773,0.087,-0.9866,10061.36035,0
497,0.117,0.822,0.061,-0.9879,9996.669922,1
498,0.077,0.819,0.104,0.7564,10092.41992,0
499,0.08,0.844,0.076,-0.5838,10038.83984,0
500,0.166,0.766,0.068,-0.9948,9946.179688,1
501,0.096,0.832,0.072,-0.8997,10099.90039,0
504,0.177,0.771,0.052,-0.9962,9972.330078,0
505,0.192,0.754,0.054,-0.9976,9868.339844,1
506,0.192,0.735,0.073,-0.9967,9881.110352,0
507,0.122,0.804,0.074,-0.9807,9762.910156,1
508,0.144,0.783,0.073,-0.9873,9961.519531,0
511,0.109,0.801,0.09,-0.9189,9712.129883,1
512,0.111,0.824,0.065,-0.9876,9787.469727,0
513,0.169,0.75,0.081,-0.9942,9767.299805,1
514,0.229,0.733,0.037,-0.9968,9807.799805,1
515,0.142,0.771,0.087,-0.9852,10001.34961,1
518,0.11,0.793,0.097,-0.8549,10020.62012,1
519,0.135,0.788,0.076,-0.9857,10223.00977,1
520,0.13,0.787,0.083,-0.9793,10247.41992,1
521,0.171,0.79,0.039,-0.9964,10289.82031,0
522,0.143,0.791,0.066,-0.9947,10197.84961,1
525,0.203,0.749,0.049,-0.9972,10267.53027,1
526,0.126,0.774,0.1,-0.949,10404.76953,1
527,0.165,0.774,0.061,-0.9929,10426.26953,1
528,0.116,0.805,0.079,-0.9478,10425.33008,0
529,0.174,0.777,0.049,-0.9964,10327.91016,0
532,0.296,0.684,0.021,-0.9994,10320.12988,1
533,0.186,0.762,0.052,-0.9973,10451.25,0
534,0.172,0.755,0.074,-0.9918,10432.95996,1
536,0.141,0.774,0.086,-0.9764,10452.23047,0
539,0.182,0.739,0.079,-0.9944,10309.76953,1
540,0.155,0.764,0.081,-0.9922,10343.82031,1
541,0.219,0.754,0.027,-0.9987,10470.44043,0
542,0.166,0.757,0.077,-0.99,10455.62988,0
543,0.111,0.86,0.029,-0.9864,10368.57031,1
546,0.156,0.766,0.077,-0.9907,10386.86035,1
547,0.128,0.815,0.057,-0.9809,10385.41992,0
548,0.165,0.739,0.096,-0.9877,10282.84961,1
549,0.192,0.746,0.062,-0.9962,10336,1
550,0.137,0.808,0.055,-0.9897,10403.41016,1
553,0.248,0.698,0.054,-0.9988,10471.28027,1
554,0.282,0.659,0.059,-0.9993,10499.30957,0
555,0.193,0.749,0.059,-0.9965,10449.80957,0
556,0.16,0.771,0.069,-0.9959,10439.99023,0
557,0.205,0.708,0.087,-0.995,10309.38965,1
560,0.209,0.71,0.081,-0.9966,10330.09961,1
561,0.199,0.696,0.105,-0.9959,10414.66992,1
562,0.169,0.738,0.093,-0.9894,10464.32031,1
563,0.153,0.782,0.064,-0.991,10467.12012,1
567,0.095,0.803,0.102,0.4717,10517.91016,1
568,0.122,0.817,0.061,-0.9612,10547.83008,0
569,0.228,0.674,0.098,-0.9969,10544.36035,1
570,0.188,0.775,0.036,-0.998,10548.50977,0
574,0.111,0.818,0.071,-0.9564,10430.69043,1
575,0.176,0.778,0.046,-0.9938,10584.55957,0
576,0.144,0.801,0.055,-0.9939,10564.71973,1
577,0.103,0.779,0.118,0.8805,10571.11035,1
578,0.187,0.758,0.055,-0.9949,10606.40039,1
